,T0,T1,T2,D_0
T0,-0.75,-0.97,-0.18,0.35
T1,-0.26,-2.04,0.0,0.04
T2,0.31,0.77,-2.17,-0.0
D_0,-0.0,0.57,0.14,-1.01
