,T0,T1,T2,A_0
T0,-0.7,-1.32,-0.0,0.34
T1,-0.0,-2.06,0.0,-0.99
T2,0.29,0.75,-2.11,-0.9
A_0,-0.58,-0.01,-0.31,-2.38
