,T0,T1,T2,B_0
T0,-0.7,-0.73,0.24,-0.14
T1,-0.37,-2.0,0.0,0.0
T2,0.0,0.8,-2.07,-0.01
B_0,-0.01,0.46,-0.29,-1.69
