,T0,T1,T2,C_2
T0,-0.66,-0.84,-0.0,-0.28
T1,-0.26,-2.03,-0.05,0.07
T2,0.26,0.83,-2.12,-0.35
C_2,-0.39,-0.21,0.27,-1.66
