,T0,T1,T2,C_1
T0,-0.66,-1.01,0.0,-0.25
T1,-0.17,-2.07,-0.0,0.16
T2,0.26,0.77,-2.14,-0.13
C_1,-0.67,0.0,0.0,-1.81
