,T0,T1,T2,B_1
T0,-0.69,-0.87,0.03,-0.01
T1,-0.35,-2.16,0.0,0.34
T2,0.17,0.71,-2.17,0.11
B_1,-0.01,0.0,-0.26,-0.05
