,T0,T1,T2,E_0
T0,-0.71,-0.79,0.23,-0.0
T1,-0.33,-2.0,-0.0,-0.24
T2,0.0,0.81,-2.08,0.1
E_0,0.08,0.0,-0.01,-2.51
