,T0,T1,T2,B_2
T0,-0.72,-0.87,-0.14,0.3
T1,-0.31,-2.04,0.0,0.18
T2,0.38,0.85,-2.12,-0.65
B_2,-0.4,0.04,0.26,-1.57
