,T0,T1,T2,C_1
T0,-0.94,-0.66,-0.06,-0.11
T1,-0.01,-2.03,0.05,0.0
T2,-0.0,-0.11,-2.09,-0.02
C_1,-0.51,0.15,-0.22,-1.73
