,T0,T1,T2,A_1
T0,-0.96,-0.52,-0.0,-0.11
T1,-0.11,-2.0,0.34,-0.6
T2,-0.05,-0.51,-2.04,-0.11
A_1,-0.17,0.11,-1.59,-2.12
