,T0,T1,T2,B_2
T0,-0.97,-0.7,-0.04,0.08
T1,0.01,-2.02,0.01,-0.03
T2,-0.03,-0.07,-2.08,0.0
B_2,-0.41,0.45,-0.0,-1.55
