,T0,T1,T2,A_0
T0,-0.95,-0.62,-0.39,0.17
T1,0.0,-1.98,-0.0,-0.75
T2,0.27,-0.07,-2.12,-0.83
A_0,-0.85,-0.05,-0.34,-2.23
