,T0,T1,T2,E_1
T0,-1.01,-0.19,-0.05,0.38
T1,-0.43,-1.93,0.0,0.0
T2,-0.09,0.0,-2.09,0.2
E_1,-0.16,-0.46,-0.0,-2.52
