,T0,T1,T2,E_0
T0,-1.0,-0.2,-0.07,0.31
T1,-0.41,-1.93,-0.01,-0.0
T2,-0.13,-0.0,-2.14,0.82
E_0,-0.01,-0.36,0.0,-2.51
