,T0,T1,T2,B_0
T0,-0.95,-0.37,-0.06,-0.21
T1,-0.21,-1.99,-0.0,0.09
T2,-0.0,-0.01,-2.08,-0.15
B_0,-0.08,0.1,-0.08,-1.8
