,T0,T1,T2,B_1
T0,-0.85,-0.9,0.0,-0.0
T1,0.0,-2.23,-0.0,0.6
T2,-0.18,0.27,-2.17,0.0
B_1,-0.16,0.0,-0.29,-0.01
