,T0,T1,T2,C_2
T0,-0.8,-0.57,0.0,-0.72
T1,-0.0,-1.96,-0.0,0.26
T2,-0.13,0.31,-2.2,0.08
C_2,-0.01,0.0,0.0,-1.66
