,T0,T1,T2,C_3
T0,-0.58,-0.13,0.08,-1.4
T1,-0.09,-2.03,0.0,0.33
T2,-0.0,0.24,-2.26,0.13
C_3,-0.06,0.0,-0.0,-0.37
