,T0,T1,T2,B_0
T0,-0.85,-1.19,0.05,0.05
T1,0.25,-1.99,-0.0,-0.0
T2,-0.2,0.33,-2.17,-0.01
B_0,-0.23,0.41,-0.01,-1.61
