,T0,T1,T2,A_0
T0,-0.89,-0.67,0.31,-0.0
T1,0.0,-1.91,-0.09,-0.01
T2,-0.58,0.5,-2.08,-0.89
A_0,-0.15,-0.66,-0.15,-2.39
