,T0,T1,T2,E_0
T0,-0.88,-0.62,0.06,0.13
T1,0.0,-1.91,-0.0,-0.2
T2,-0.27,0.39,-2.16,0.0
E_0,0.0,-0.43,-0.0,-2.53
