,T0,T1,T2,E_2
T0,-0.9,-0.66,0.0,0.37
T1,0.0,-1.92,-0.0,-0.06
T2,-0.19,0.38,-2.16,-0.24
E_2,0.0,-0.0,-0.22,-2.18
