,T0,T1,T2,B_2
T0,-0.92,-0.03,-0.02,0.4
T1,-0.82,-1.9,0.0,0.57
T2,0.13,0.86,-2.09,-0.51
B_2,-0.98,-0.0,0.37,-1.5
