,T0,T1,T2,E_2
T0,-0.88,-0.23,0.09,0.27
T1,-0.41,-1.87,0.0,-0.09
T2,0.01,0.78,-2.14,0.28
E_2,-0.0,-0.31,0.0,-2.17
