,T0,T1,T2,A_1
T0,-0.84,-0.37,0.0,0.0
T1,-0.24,-1.91,-0.0,-0.0
T2,0.21,0.78,-2.1,-1.04
A_1,-0.31,-0.98,-0.15,-2.04
