,T0,T1,T2,B_0
T0,-0.84,-0.39,0.05,-0.0
T1,-0.29,-1.98,-0.0,0.52
T2,0.12,0.74,-2.12,-0.11
B_0,-0.24,-0.0,0.0,-1.67
