,T0,T1,T2,C_3
T0,-0.79,-0.53,-0.0,-0.11
T1,-0.1,-1.98,0.0,0.08
T2,0.21,0.72,-2.14,-0.05
C_3,-0.87,0.24,-0.01,-0.23
