,T0,T1,T2,C_2
T0,-0.81,-0.29,-0.45,0.0
T1,-0.27,-1.91,0.0,-0.0
T2,0.46,0.73,-2.23,-0.13
C_2,-0.97,0.24,0.16,-1.62
