,T0,T1,T2,B_1
T0,-0.91,-0.6,0.05,-0.0
T1,-0.59,-1.9,-0.14,0.0
T2,0.0,-0.05,-2.09,-0.2
B_1,-0.0,0.37,-0.0,-0.01
