,T0,T1,T2,A_0
T0,-0.92,-0.44,0.0,-0.02
T1,-0.76,-1.88,-0.01,0.0
T2,0.01,-0.17,-2.12,-0.79
A_0,-0.73,0.0,-0.23,-2.13
