,T0,T1,T2,E_2
T0,-0.92,-0.41,0.0,-0.0
T1,-0.78,-1.86,-0.04,-0.22
T2,0.0,-0.16,-2.17,-0.01
E_2,-0.19,-0.28,-0.24,-2.28
