,T0,T1,T2,C_3
T0,-0.77,-0.31,0.0,-0.52
T1,-0.75,-1.86,-0.14,-0.04
T2,0.08,-0.09,-2.2,0.0
C_3,-0.4,0.0,0.04,-0.29
