,T0,T1,T2,E_3
T0,-0.92,-0.4,0.0,0.0
T1,-0.78,-1.83,-0.12,-0.34
T2,0.0,-0.07,-2.18,0.01
E_3,0.0,-0.37,0.01,-1.82
