,T0,T1,T2,C_2
T0,-0.88,-0.4,0.0,-0.36
T1,-0.71,-1.87,-0.27,0.0
T2,0.0,-0.01,-2.19,0.01
C_2,-0.01,0.44,0.01,-1.62
