,T0,T1,T2,D_0
T0,-0.93,-0.33,0.0,0.0
T1,-0.9,-1.84,-0.24,-0.0
T2,0.0,-0.0,-2.19,-0.0
D_0,0.12,0.63,0.17,-1.08
