,T0,T1,T2,A_1
T0,-0.91,-0.46,0.0,-0.12
T1,-0.72,-1.87,-0.11,-0.07
T2,0.0,-0.12,-2.17,-0.03
A_1,-0.24,-0.16,-0.1,-2.16
