,T0,T1,T2,B_0
T0,-0.91,-0.51,0.02,-0.01
T1,-0.7,-1.92,-0.03,0.2
T2,0.0,-0.17,-2.13,-0.32
B_0,-0.36,0.0,-0.38,-1.53
