,T0,T1,T2,B_0
T0,-0.81,-0.89,0.26,-0.05
T1,-0.03,-2.03,0.0,0.0
T2,-0.0,0.75,-2.07,-0.0
B_0,-0.04,0.3,-0.09,-1.69
