,T0,T1,T2,B_1
T0,-0.8,-0.75,0.25,-0.05
T1,-0.1,-2.01,0.0,0.0
T2,-0.0,0.75,-2.07,-0.0
B_1,0.0,0.11,-0.1,-0.05
