,T0,T1,T2,E_0
T0,-0.83,-0.62,0.17,0.14
T1,-0.19,-1.98,-0.0,-0.19
T2,0.02,0.76,-2.09,0.22
E_0,0.0,-0.35,0.04,-2.57
