,T0,T1,T2,B_2
T0,-0.8,-0.8,0.0,-0.0
T1,-0.09,-2.05,-0.0,0.27
T2,0.25,0.76,-2.1,-0.36
B_2,-0.05,-0.0,0.0,-1.63
