,T0,T1,T2,C_2
T0,-0.77,-0.88,0.0,-0.22
T1,-0.0,-2.04,-0.0,0.0
T2,0.24,0.71,-2.13,0.0
C_2,-0.56,0.0,0.02,-1.66
