,T0,T1,T2,C_1
T0,-0.76,-0.78,0.32,-0.91
T1,-0.05,-2.02,0.0,0.0
T2,0.0,0.74,-2.08,0.11
C_1,-0.0,0.07,-0.0,-1.92
