,T0,T1,T2,A_1
T0,-0.82,-0.71,0.23,-0.0
T1,-0.13,-1.99,0.0,-0.19
T2,0.0,0.77,-2.06,-0.18
A_1,-0.0,-0.1,-0.56,-2.16
