,T0,T1,T2,C_3
T0,-0.61,-0.78,0.42,-0.84
T1,-0.0,-2.08,0.0,0.12
T2,0.0,0.73,-2.05,-0.03
C_3,-0.1,0.0,-0.12,-0.34
