,T0,T1,T2,A_0
T0,-0.82,-0.81,0.27,-0.0
T1,-0.04,-1.99,-0.0,-0.65
T2,0.0,0.76,-2.04,-0.59
A_0,-0.01,-0.16,-0.98,-2.46
