,T0,T1,T2,A_0
T0,-0.78,-0.08,0.0,0.0
T1,-0.25,-1.86,0.0,-0.16
T2,0.39,0.26,-2.23,-0.56
A_0,-0.0,-0.18,-0.62,-2.4
