,T0,T1,T2,B_0
T0,-0.75,-0.51,0.0,-0.02
T1,-0.02,-2.11,0.01,0.96
T2,0.42,0.02,-2.25,-0.0
B_0,-0.02,0.0,-0.01,-1.69
