,T0,T1,T2,C_3
T0,-0.74,-0.49,0.0,-0.05
T1,-0.01,-2.16,0.01,0.53
T2,0.42,0.02,-2.25,-0.0
C_3,-0.38,0.0,-0.0,-0.35
