,T0,T1,T2,E_0
T0,-0.77,-0.28,0.0,-0.0
T1,-0.07,-1.92,0.0,-0.0
T2,0.39,0.19,-2.26,-0.0
E_0,-0.02,-0.0,-0.0,-2.34
