,T0,T1,T2,A_0
T0,-0.82,-0.1,-0.0,-0.08
T1,-0.0,-1.75,0.85,0.0
T2,-0.04,0.0,-2.0,-0.27
A_0,-0.01,-0.0,-0.54,-2.45
