,T0,T1,T2,E_2
T0,-0.79,-0.06,0.0,-0.55
T1,-0.0,-1.72,0.85,-0.3
T2,-0.14,0.01,-2.29,1.81
E_2,0.0,-0.17,-0.0,-2.15
