,T0,T1,T2,C_3
T0,-0.81,-0.12,-0.0,-0.0
T1,-0.0,-1.75,0.85,0.0
T2,-0.11,0.0,-2.0,0.0
C_3,0.88,0.62,-0.6,-0.15
