,T0,T1,T2,B_0
T0,-0.81,-0.18,-0.01,-0.01
T1,0.0,-1.75,0.83,0.0
T2,-0.04,-0.0,-2.02,-0.0
B_0,-0.11,0.86,-0.02,-1.76
