,T0,T1,T2,C_2
T0,-0.78,-0.09,-0.0,-0.37
T1,-0.0,-1.76,0.82,0.14
T2,-0.02,0.0,-2.03,0.0
C_2,-0.01,0.0,0.0,-1.76
