,T0,T1,T2,C_0
T0,-0.81,-0.19,-0.0,0.0
T1,-0.0,-1.8,0.83,0.28
T2,-0.05,0.0,-2.01,-0.05
C_0,0.12,0.0,-0.01,-1.53
