,T0,T1,T2,E_3
T0,-0.71,-0.17,0.0,-0.0
T1,-0.44,-1.52,0.0,-0.3
T2,0.02,0.76,-2.24,1.11
E_3,-0.34,-0.42,0.0,-1.64
