,T0,T1,T2,B_0
T0,-0.66,-0.43,0.0,-0.19
T1,-0.23,-1.66,0.0,0.44
T2,0.15,0.6,-2.05,-0.0
B_0,-0.05,0.0,-0.0,-1.71
