,T0,T1,T2,A_0
T0,-0.71,-0.14,0.0,-0.0
T1,-0.51,-1.53,0.0,-0.07
T2,0.09,0.72,-2.03,-0.47
A_0,-0.22,-0.59,-0.02,-2.41
