,T0,T1,T2,B_2
T0,-0.76,-1.42,0.0,0.0
T1,-0.06,-2.05,-0.0,0.26
T2,0.2,0.78,-2.11,-0.27
B_2,-0.01,0.03,0.0,-1.59
