,T0,T1,T2,A_0
T0,-0.78,-1.4,0.08,0.2
T1,-0.0,-1.99,-0.0,-0.56
T2,0.16,0.78,-2.08,-1.01
A_0,-0.29,-0.11,-0.15,-2.35
