,T0,T1,T2,E_1
T0,-0.78,-1.09,0.17,-0.0
T1,-0.17,-1.98,-0.0,-0.05
T2,-0.0,0.78,-2.1,0.07
E_1,-0.0,-0.47,0.29,-2.5
