,T0,T1,T2,E_0
T0,-0.78,-1.14,0.18,0.0
T1,-0.15,-1.99,-0.0,0.03
T2,-0.0,0.78,-2.09,-0.01
E_0,0.09,-0.63,0.33,-2.56
