,T0,T1,T2,E_2
T0,-0.84,-0.06,0.05,-0.04
T1,-1.44,-1.89,1.04,-0.15
T2,0.0,0.0,-2.0,0.16
E_2,-0.0,-0.37,0.58,-2.25
